11	64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	4	0	0	5	6	0	0	3	4	1	2	3	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	8	3	4	0	0	6	9	0	0	3	4	7	8	3	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	3	4	0	0	5	6	0	0	3	4	0	0	3	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	3	4	0	0	10	11	0	0	3	4	0	0	3	4	
12	13	12	13	12	13	12	13	12	13	12	13	12	13	12	13	3	4	12	13	12	13	0	0	12	13	12	13	12	13	12	13	12	13	12	13	12	13	12	13	12	13	12	13	12	13	3	4	0	0	3	4	0	0	11	10	0	0	3	4	0	0	3	4	
14	15	14	15	14	15	14	15	14	15	14	15	14	15	14	15	3	4	14	15	14	15	14	15	14	15	16	7	8	17	14	15	14	15	14	15	14	15	14	15	14	15	14	15	14	15	3	4	0	0	3	4	18	19	6	9	18	19	3	4	0	0	3	4	
9	20	9	20	9	20	9	20	9	20	9	20	9	20	9	20	3	4	9	20	9	20	9	20	9	20	21	0	0	22	9	20	9	20	9	20	9	20	9	20	9	20	9	20	9	20	3	4	0	0	3	4	1	2	5	6	1	2	3	4	0	0	0	0	
10	11	10	11	16	7	8	17	10	11	10	11	10	11	10	11	3	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	11	10	11	0	0	18	19	3	4	10	11	6	9	10	11	3	4	18	19	3	4	
11	10	11	10	21	0	0	22	11	10	11	10	11	10	11	10	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	11	10	0	0	1	2	0	0	11	23	5	6	11	10	0	0	1	2	3	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	3	4	10	11	10	11	10	11	3	4	10	11	3	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
